rw_steps,rw_samples,rw_duration_s,charge_throughput_ah,discharge_throughput_ah,abs_current_mean,current_mean,current_std,current_min,current_max,current_range,voltage_mean,voltage_std,voltage_min,voltage_max,voltage_range,temperature_mean,temperature_std,temperature_min,temperature_max,temperature_range,battery_id,target_capacity_ah,initial_capacity_ah,SoH,cycle_index,profile_group
3000,186766,182958.09,37.78339213472223,36.68298263055556,1.4640011993617685,0.022094460447833114,1.6813646359329752,-4.616,4.619,9.235,3.7410430110405533,0.3020423022285152,2.901,4.45,1.5490000000000004,33.16401382285855,1.5892676540437944,27.60521,38.77929,11.174080000000004,RW10,1.2669418722222225,2.051825,61.747072592556506,20,Group_9_12
3000,190299,186492.38999999998,38.90077755555556,37.655322970833375,1.4761227699567525,0.023962989821281245,1.6905967654721548,-4.618,4.618,9.236,3.732422761023442,0.3057363659355601,2.905,4.421,1.5160000000000005,33.217992706740446,1.6466741259462834,27.55855,39.05652,11.497969999999999,RW10,1.253102777777778,2.051825,61.072595264107704,21,Group_9_12
3000,195109,191260.53,38.18675401805559,36.76486509444443,1.4100369434521218,0.02619829941212347,1.607191869279101,-4.62,4.614,9.234,3.7436780312543245,0.2992043925443448,2.906,4.472,1.5660000000000003,32.42899004802444,1.5463616286136057,25.33439,37.08513,11.75074,RW10,1.2308891194444447,2.051825,59.98996597879666,22,Group_9_12
3000,199277,195462.86000000002,38.42162189444442,37.293117926388874,1.3943998755501137,0.019759721392835095,1.582991104900774,-4.616,4.617,9.233,3.7584715546701326,0.29972116325713294,2.926,4.46,1.5339999999999998,32.18180153519975,1.618077782848525,26.64089,37.19294,10.552050000000001,RW10,1.2171694444444445,2.051825,59.32130880774162,23,Group_9_12
3000,179492,175634.43,35.466861895833325,34.580393473611096,1.434684543043701,0.018853363938225662,1.6338604394804657,-4.615,4.617,9.232,3.7508099023911927,0.31090054902906983,2.859,4.457,1.5979999999999999,32.606725466817466,1.6061828750197356,27.06083,37.67039,10.609559999999998,RW10,1.1931263888888886,2.051825,58.1495200072564,24,Group_9_12
3000,177504,173684.78000000003,33.5776337138889,32.37475370555555,1.367764732062376,0.025009368802956553,1.5531407029832685,-4.616,4.62,9.236,3.746400509284298,0.30647906479360454,2.868,4.516,1.6480000000000001,31.952091324533534,1.323255724257165,26.53201,35.88382,9.35181,RW10,1.1649416666666668,2.051825,56.77587838469005,25,Group_9_12
3000,174656,170842.89,33.15666676805555,31.963818041666684,1.3728305297270063,0.024613314171857813,1.5578683407956333,-4.616,4.619,9.235,3.741342215555149,0.30687419513745706,2.89,4.463,1.573,32.13730172848342,1.3584261646142108,26.59422,37.96301,11.368789999999997,RW10,1.1490962375000002,2.051825,56.00361812045375,26,Group_9_12
3000,171596,167802.53,32.52111031527773,31.41464451388887,1.3716457959392994,0.025093766754469796,1.5575318436078216,-4.613,4.616,9.229,3.7354154991957853,0.3095097853005267,2.844,4.457,1.613,33.96176570601878,1.5018287834978719,27.3408,39.37995,12.03915,RW10,1.1524236111111112,2.051825,56.16578466053934,27,Group_9_12
3000,173544,169730.32,31.947373697222194,30.919290086111126,1.3351857223528327,0.02204474369612318,1.5193611724475216,-4.619,4.616,9.235,3.739676808186973,0.3059495975323741,2.868,4.457,1.589,34.461984058855386,1.6165972670383841,28.98948,40.31789,11.328409999999998,RW10,1.1604458333333334,2.051825,56.556764506394714,28,Group_9_12
3000,172119,168275.66,32.513673106944445,31.51057343472221,1.3705532625683392,0.021461331985428694,1.564091166156596,-4.613,4.617,9.23,3.729580708695728,0.3086993300545724,2.853,4.492,1.6389999999999998,36.524747018051464,1.9498977584532666,29.12946,42.90807,13.77861,RW10,1.1498736291666667,2.051825,56.041505935772626,29,Group_9_12
3000,175774,172041.98,33.179062873611116,31.883848527777758,1.3624926837871356,0.02576081217927566,1.5482694759474065,-4.612,4.616,9.228,3.7473203033440665,0.30749336025030855,2.85,4.445,1.5950000000000002,37.13192236724431,1.4560508036528634,31.83323,42.29501,10.461779999999997,RW10,1.1168388888888892,2.051825,54.43148849872134,30,Group_9_12
1049,56350,54993.64,11.054327251388887,10.00519539722222,1.3791222005323867,0.06833937888198757,1.5730519904003626,-4.609,4.616,9.225,3.7527765572315883,0.311563051756359,2.841,4.657,1.8159999999999998,37.318529127950306,1.7579430360650463,32.12586,42.0038,9.877939999999995,RW10,1.1628023388888888,2.051825,56.671613753068065,31,Group_9_12
3000,166192,162350.89999999997,30.478607462500005,29.4367632611111,1.3305170345142967,0.023184792288437478,1.5291184188330242,-4.617,4.62,9.237,3.741398551073457,0.30456967558642384,2.838,4.468,1.63,39.54029867021277,1.670292581687223,33.34258,45.63619,12.293610000000001,RW10,1.0937361111111112,2.051825,53.30552611022438,32,Group_9_12
3000,159656,155895.16,28.118417051388864,26.867425855555574,1.2739302061933155,0.02800029438292328,1.4565322469548916,-4.618,4.619,9.237,3.744764224332315,0.30806566950907244,2.907,4.47,1.5629999999999997,38.16105920942527,2.0769237682232657,31.92564,44.1955,12.269860000000001,RW10,1.0470763680555555,2.051825,51.031465551670124,33,Group_9_12
3000,152072,148290.78,26.91430993750002,25.68371523194447,1.2811562023252143,0.029304027039823235,1.4667941068182027,-4.613,4.612,9.225000000000001,3.7356863130622338,0.3102019579713935,2.814,4.466,1.6520000000000001,40.12335533832658,1.3654946937552943,35.7298,45.08443,9.35463,RW10,0.9664236972222223,2.051825,47.10068827615524,34,Group_9_12
3000,143276,139530.09999999998,23.828740068055573,22.71157682222222,1.2077864471369943,0.028396011893129337,1.377422400682527,-4.619,4.618,9.237,3.7418662790697668,0.31290730293053015,2.845,4.475,1.6299999999999994,36.13970229347553,1.1928292313504436,31.37119,40.11864,8.74745,RW10,0.9389805555555557,2.051825,45.76318913920806,35,Group_9_12
3000,137136,133273.86,22.83493150277777,21.71078474583333,1.2102242226694668,0.028612042060436355,1.3853978598937915,-4.614,4.62,9.234,3.7381646905261934,0.31809947234745156,2.841,4.477,1.6360000000000001,36.719240054908994,1.1213925077358604,32.71111,40.93095,8.219840000000005,RW10,0.881451388888889,2.051825,42.959384396275944,36,Group_9_12
3000,126665,123019.96999999999,20.387939831944454,19.32320516805556,1.1719693601231596,0.0291143172936486,1.3441223346895705,-4.618,4.62,9.238,3.7400865274543085,0.31693938935693555,2.863,4.49,1.6270000000000002,36.05403120048948,1.1626322242612175,31.14017,39.74958,8.60941,RW10,0.85215,2.051825,41.53131967882251,37,Group_9_12
3000,133307,129513.71,21.60025961805553,20.574364806944438,1.1800176134786622,0.028308325894364134,1.346559456790574,-4.614,4.613,9.227,3.7403672650348443,0.32143483850654136,2.78,4.491,1.7109999999999999,36.811909090670405,1.141118749647938,33.18856,41.34476,8.156199999999998,RW10,0.8420416666666668,2.051825,41.03866882734477,38,Group_9_12
3000,360593,356735.81999999995,113.42747129305558,111.91928459722223,2.2630170302806767,0.014762394167385399,2.572264860529384,-4.612,4.611,9.222999999999999,3.7477330369696586,0.27965097675101486,3.011,4.363,1.3520000000000003,26.769716757701897,2.6367304512999126,19.63843,38.71558,19.077150000000003,RW11,2.0554013486111113,2.0554013486111113,100.0,1,Group_9_12
3000,350150,346358.15,111.18761364166659,109.19790459722216,2.279860085677567,0.0206596458660574,2.5706586662535336,-4.61,4.608,9.218,3.739600945309153,0.2856801171644639,2.956,4.31,1.3539999999999996,27.17547309318863,2.530738969212608,19.40264,34.64679,15.244150000000001,RW11,2.020101388888889,2.0554013486111113,98.28257582169655,2,Group_9_12
3000,336282,332446.76,104.06668814722218,102.65645819583324,2.2278585710802243,0.014537685632891444,2.504346188231183,-4.613,4.609,9.222000000000001,3.746710933085922,0.29079964201062025,2.957,4.549,1.5920000000000005,26.81920756811248,2.3693273639230465,19.26116,35.97223,16.711070000000003,RW11,1.9531111111111112,2.0554013486111113,95.0233448290223,3,Group_9_12
3000,316587,312716.46,95.50891770833329,93.95586821249998,2.1706176532833,0.01852276625382596,2.453527708368964,-4.612,4.608,9.219999999999999,3.737696048795433,0.29302682363294313,3.05,4.491,1.4409999999999998,27.01642072444541,2.4227078354010936,19.76419,35.77187,16.00768,RW11,1.9033434444444446,2.0554013486111113,92.6020334534948,4,Group_9_12
3000,307503,303593.1,86.52957889027772,84.86303369444444,2.0228931425059264,0.01966582439846116,2.296582302285662,-4.61,4.609,9.219000000000001,3.7369315388792956,0.29043284647630724,2.947,4.309,1.362,26.189554943886726,2.3312998207736904,19.60699,34.23066,14.62367,RW11,1.7676819444444447,2.0554013486111113,86.00178965723234,5,Group_9_12
3000,278603,274707.24,73.45988877499995,71.6273929819444,1.8933671389037452,0.024514125834969484,2.163696830595277,-4.609,4.609,9.218,3.737781994450885,0.28876842479752046,3.068,4.509,1.4410000000000003,25.405220253873793,2.050275552901113,18.75814,33.16723,14.409090000000003,RW11,1.6879097222222224,2.0554013486111113,82.12068768772518,6,Group_9_12
3000,254687,250846.48,66.79019879027787,65.33104799444453,1.8883044246467233,0.020948140266287642,2.139660821701062,-4.61,4.609,9.219000000000001,3.743005803201577,0.2971096846051226,2.949,4.449,1.5,25.90041701417819,1.9870315001262515,19.71703,32.47368,12.75665,RW11,1.5681741500000004,2.0554013486111113,76.29527688398457,7,Group_9_12
3000,267506,263604.12,68.66956236666672,67.49453458194454,1.8516800034391754,0.01523447324545992,2.0847813527135326,-4.612,4.608,9.219999999999999,3.754276341465238,0.29947186875270704,3.053,4.385,1.3319999999999999,25.71997311290214,2.0825096189061223,19.65415,33.09017,13.43602,RW11,1.5087430555555557,2.0554013486111113,73.403817535444,8,Group_9_12
3000,258842,255009.96,62.45501627083337,60.96867031527781,1.7360780205685322,0.021733184722726617,1.9639961373633015,-4.606,4.658,9.264,3.7415711476499176,0.29924110535694154,2.965,4.596,1.6310000000000002,25.31647699241236,1.7967564430539622,19.27688,32.44286,13.165980000000005,RW11,1.4472583333333333,2.0554013486111113,70.4124444752011,9,Group_9_12
3000,238543,234722.59,56.731603466666634,55.59839454166669,1.7169694813932916,0.018079553791140377,1.9422310242632963,-4.615,4.609,9.224,3.742349404509879,0.29874607935552444,2.912,4.533,1.6210000000000004,25.08304289712966,1.7249944107312154,18.91533,30.42388,11.50855,RW11,1.419162536111111,2.0554013486111113,69.04551936146565,10,Group_9_12
3000,231320,227485.57,52.94529104861106,51.51157544027776,1.6481180702057756,0.024223811170672665,1.8771829965961961,-4.616,4.61,9.225999999999999,3.7403123681480204,0.29735695638670184,2.905,4.428,1.5230000000000001,24.920771321545914,1.8445796022329939,18.85246,31.84179,12.989329999999999,RW11,1.3713458333333335,2.0554013486111113,66.71912686347062,11,Group_9_12
3000,227234,223425.63999999998,50.99221266666665,49.91233675972221,1.6209439168434299,0.017668201061460876,1.8464903623006426,-4.617,4.61,9.227,3.7446280662224845,0.30158193501253056,2.893,4.613,1.7200000000000006,24.972012629140007,1.876251820098087,19.08825,31.37943,12.29118,RW11,1.3448896722222226,2.0554013486111113,65.43197381528428,12,Group_9_12
255,21148,20829.789999999997,4.915203866666668,3.8506603305555567,1.511998770569321,0.18216947229052394,1.750031773855829,-4.507,4.505,9.012,3.7622235199546057,0.2818447473767247,3.008,4.477,1.4690000000000003,24.52558543219217,1.6780377642454711,18.77386,30.84,12.06614,RW11,1.459188888888889,2.0554013486111113,70.99289342565146,13,Group_9_12
3000,228653,224850.01,53.48209573888886,52.12077447222225,1.6853042951546666,0.022041438336693607,1.901557410631815,-4.611,4.61,9.221,3.743382164240137,0.30529971084556795,2.895,4.434,1.5390000000000001,25.259860318648784,1.8746122899183422,19.00965,32.11921,13.109560000000002,RW11,1.334738888888889,2.0554013486111113,64.93811487429484,14,Group_9_12
3000,213068,209263.22000000003,48.013574313888824,46.68952465138892,1.6250549449002198,0.02313109899187115,1.850393043649004,-4.612,4.61,9.222000000000001,3.734801650177408,0.30450139976992263,2.878,4.619,1.7409999999999997,25.211425797351083,1.7461463265478656,18.89961,32.04214,13.142530000000004,RW11,1.3048805555555554,2.0554013486111113,63.485438327521656,15,Group_9_12
3000,205484,201675.45,45.22032733333327,43.91218715277785,1.5876717165326741,0.02322143329894298,1.7972700028429485,-4.608,4.61,9.218,3.7371466488875043,0.3101479529276867,2.93,4.555,1.6249999999999996,24.914235722051348,1.663416844719556,19.19829,30.68588,11.48759,RW11,1.2738194444444446,2.0554013486111113,61.97424387724557,16,Group_9_12
3000,205181,201372.82,44.135437322222245,42.786852022222206,1.5508334446171919,0.02417322754056175,1.7624105472271399,-4.612,4.609,9.221,3.7443260584557048,0.30468225904205465,2.909,4.632,1.7229999999999999,24.793203599651036,1.7094900713050627,19.16685,32.10379,12.936939999999996,RW11,1.2743263888888892,2.0554013486111113,61.99890788969196,17,Group_9_12
3000,194996,191187.47,40.193522215277774,39.10443046249997,1.4912706158075033,0.020468178834437637,1.706638613116247,-4.612,4.609,9.221,3.734496081970912,0.3006561556509051,2.933,4.64,1.7069999999999999,24.398263298375348,1.5826036321709989,18.93105,31.37943,12.44838,RW11,1.2842541666666665,2.0554013486111113,62.48191709781989,18,Group_9_12
3000,205561,201709.28999999998,42.68937596944451,41.31423446666666,1.4975230904694958,0.023918019468673543,1.7175888324023765,-4.611,4.612,9.222999999999999,3.7518681072771587,0.30012057366326766,2.974,4.415,1.4409999999999998,24.598080721634943,1.7461913674176952,19.27688,30.31599,11.03911,RW11,1.2846700833333333,2.0554013486111113,62.50215239964781,19,Group_9_12
3000,202664,198903.22,41.5687332222222,40.23077115833329,1.4786196759167884,0.023571912130422777,1.6920588777626802,-4.612,4.61,9.222000000000001,3.744070727904315,0.30269432648876726,2.903,4.643,1.7399999999999998,24.193843152903327,1.665825651374454,18.14507,29.89888,11.753809999999998,RW11,1.2852097222222223,2.0554013486111113,62.528407071965404,20,Group_9_12
3000,193509,189629.43,39.49950901944448,38.42269320694444,1.477233880594701,0.02094281402932165,1.6814489913173096,-4.612,4.61,9.222000000000001,3.739499454805719,0.30167933487814536,2.952,4.425,1.4729999999999999,24.025722252401696,1.661485896811264,18.31799,29.78993,11.471939999999996,RW11,1.2862387361111112,2.0554013486111113,62.57847096287333,21,Group_9_12
3000,188716,184860.87,37.76133802916668,36.404731994444475,1.4435137561203077,0.027803673244451987,1.658507033942393,-4.608,4.61,9.218,3.7283485713982922,0.30011647385024603,2.891,4.451,1.5599999999999996,23.88538657458827,1.6268815077081262,17.97216,29.57203,11.599870000000003,RW11,1.286556944444445,2.0554013486111113,62.59395252969962,22,Group_9_12
3000,191005,187159.71000000002,38.708885908333336,37.34576294583332,1.4613396507944818,0.02522877411586085,1.664581946763808,-4.61,4.61,9.22,3.737776429936389,0.30725121717782145,2.857,4.425,1.5679999999999996,23.637052478573864,1.6954191937389995,18.33371,30.0694,11.735690000000002,RW11,1.2712620944444446,2.0554013486111113,61.8498229216143,23,Group_9_12
3000,186549,182757.8,37.6545062444444,36.56750151944444,1.4612588006368301,0.022079228513688095,1.657387950425004,-4.609,4.608,9.216999999999999,3.739501074784641,0.3031233704894188,2.89,4.44,1.5500000000000003,23.802775063817013,1.5346589482032011,17.78353,28.57591,10.792380000000001,RW11,1.2753694444444443,2.0554013486111113,62.049654939958316,24,Group_9_12
3000,185611,181784.65999999997,37.43127334861113,36.48406297083333,1.462516785104331,0.018713389831421633,1.667054093710823,-4.612,4.61,9.222000000000001,3.7433614602582823,0.3083892333767577,2.891,4.446,1.5549999999999997,23.62843300553308,1.6457510170711196,17.2805,29.72767,12.44717,RW11,1.2606959736111112,2.0554013486111113,61.33575685658651,25,Group_9_12
3000,167413,163614.86,33.08127195138886,31.747750287500004,1.4271109770447934,0.028090685908501747,1.6280764077413898,-4.613,4.61,9.223,3.7247198007323203,0.3084842173151976,2.858,4.453,1.5950000000000002,23.663109394431732,1.5625926241261712,18.05076,28.76268,10.71192,RW11,1.2545513888888888,2.0554013486111113,61.036808686372716,26,Group_9_12
3000,183986,180167.89,37.20506207500005,35.89430874583336,1.459675578576631,0.024555939038839916,1.6568938241329731,-4.609,4.609,9.218,3.73475069298751,0.3106090142153116,2.896,4.643,1.7469999999999999,25.474517558944704,1.5541947643615723,19.18257,30.20811,11.025540000000003,RW11,1.2624222222222223,2.0554013486111113,61.41974281934155,27,Group_9_12
3000,188967,185172.63,37.18793028611109,36.10574906666667,1.4240465107664302,0.02067349854736542,1.6134464938733664,-4.608,4.609,9.216999999999999,3.7420560574068493,0.30751154033190037,2.898,4.445,1.5470000000000002,26.032661489942686,1.9941140969317088,19.60699,31.56437,11.95738,RW11,1.2337805555555557,2.0554013486111113,60.02625990243966,28,Group_9_12
3000,181452,177579.58000000002,34.797309720833304,33.592263118055534,1.3865026067499946,0.02515840552873488,1.5863763774021076,-4.61,4.609,9.219000000000001,3.7365885578555207,0.2989689766515703,2.948,4.457,1.509,27.631662286665343,1.5167033023058938,20.52917,32.19627,11.667099999999998,RW11,1.2364500000000003,2.0554013486111113,60.15613451044498,29,Group_9_12
3000,173462,169670.03999999998,32.4761425625,31.28317644166667,1.3552406694261567,0.024230615350912588,1.541151196621498,-4.609,4.609,9.218,3.744449095479125,0.3004683274961373,2.923,4.49,1.5670000000000002,27.47267159550795,1.517456006764033,22.81712,33.53712,10.720000000000002,RW11,1.176438888888889,2.0554013486111113,57.236456017888656,30,Group_9_12
231,16370,16078.919999999998,3.882478329166667,2.7560693194444443,1.4828085522296885,0.24925302382406844,1.6438183289876218,-4.509,4.605,9.114,3.722328527794746,0.3118288094852951,3.074,4.648,1.5739999999999998,28.35904694807575,1.904773872880677,22.24124,31.90344,9.662199999999999,RW11,1.2309736111111111,2.0554013486111113,59.88969560338726,31,Group_9_12
3000,174593,170818.47999999998,33.78625088472218,32.445238855555544,1.3963310499275459,0.027707542684987378,1.5820504235411645,-4.605,4.616,9.221,3.7312772791578133,0.31083102779732913,2.853,4.548,1.6949999999999998,30.405487772762942,1.6143127548767398,25.1362,36.26506,11.12886,RW11,1.1346875,2.0554013486111113,55.20515498185978,32,Group_9_12
3000,164567,160786.18,30.693921306944418,29.809939338888856,1.356828817442136,0.020455218847034936,1.5344307391795493,-4.511,4.607,9.118,3.738864985082064,0.3129696889228947,2.823,4.484,1.661,29.606410858981448,1.5997002447781505,22.11673,33.56794,11.45121,RW11,1.1010854986111112,2.0554013486111113,53.5703403792716,33,Group_9_12
3000,158578,154768.91,28.729431374999923,27.580725912500007,1.3129694787423223,0.026815775202108746,1.494299428165801,-4.61,4.609,9.219000000000001,3.7386691974927166,0.31241682432810564,2.827,4.549,1.7220000000000004,30.06148400660873,1.6247059156634858,25.49418,34.58514,9.090960000000003,RW11,1.0123576319444447,2.0554013486111113,49.25352572277533,34,Group_9_12
3000,157274,153540.52999999997,26.699257320833343,25.588219694444437,1.2303639253786385,0.025424545697318054,1.3927964248429319,-4.609,4.609,9.218,3.73685088444371,0.3145219011920724,2.846,4.493,1.6470000000000002,26.86687234221804,1.2569381138768065,22.0856,31.30237,9.21677,RW11,0.987649763888889,2.0554013486111113,48.05143115023593,35,Group_9_12
3000,149632,145831.3,25.068095859722238,24.14370273333331,1.2203366726368692,0.022946181298118054,1.383475732159019,-4.611,4.605,9.216000000000001,3.7422963871364416,0.3160139448170837,2.822,4.504,1.6819999999999995,27.2374815904352,1.2136600202234402,22.03891,33.15181,11.112899999999996,RW11,0.6929597222222221,2.0554013486111113,33.71408327091316,36,Group_9_12
3000,137566,133872.55,22.55831876944444,21.42229732222224,1.1914940683017605,0.028709790209790212,1.350838379645125,-4.612,4.606,9.218,3.7343769536077227,0.31937174732489376,2.785,4.514,1.729,26.637820705915704,1.2349998977165473,21.74319,30.17728,8.434090000000001,RW11,0.8116316486111113,2.0554013486111113,39.487745260046275,37,Group_9_12
3000,143358,139567.47999999998,23.056276841666673,22.271656577777783,1.1767357245497285,0.01855515562438092,1.3344391081404279,-4.608,4.608,9.216,3.7342515660095703,0.31589485681999,2.784,4.509,1.7250000000000005,27.199897539795476,0.9843840957868688,23.87549,29.88331,6.007820000000002,RW11,0.9499597222222224,2.0554013486111113,46.2177239916737,38,Group_9_12
3000,294550,290833.2,81.81763844583337,80.28986096805556,1.9979290239348158,0.019294313359361742,2.2623290139425665,-4.619,4.615,9.234,3.7246858903411977,0.30176963684822783,2.842,4.582,1.7399999999999998,27.509211147377354,2.7032477343103936,20.04748,38.70691,18.65943,RW12,2.071659876388889,2.071659876388889,100.0,1,Group_9_12
3000,267907,264220.18,70.36670194027774,68.48327601527778,1.8841872104872213,0.024962307815771908,2.1175620613878197,-4.612,4.612,9.224,3.719664357407608,0.30510837568014376,2.832,4.728,1.896,27.255905209680975,2.5488214581527355,19.76538,38.49144,18.726059999999997,RW12,2.0514314000000002,2.071659876388889,99.02356189742164,2,Group_9_12
3000,251678,248007.82,62.47060457499993,60.651013108333416,1.7815577324994636,0.025842723638935472,2.013749081732319,-4.614,4.616,9.23,3.7189849808088113,0.3003348725762453,2.86,4.464,1.6040000000000005,26.775473762943125,2.6671253928835217,20.20291,37.86038,17.65747,RW12,2.0253552875000005,2.071659876388889,97.76485563983591,3,Group_9_12
